split,row_in_split,instruction,reference_output
train,306,"User Request: I have a formal dinner today. It is currently Summer. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Scullers Men Scul Blue White Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 53 times, Score: 5.01)
- Mr.Men Men's Funny Black T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 5 times, Score: 4.75)
- Mark Taylor Men Printed Navy Blue Tshirts [Category: Topwear, Season: Fall] (Material: polyester|cotton, Worn: 33 times, Score: 3.86)
- Nike Men Grey Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 16 times, Score: 4.49)
- Basics Men Blue Slim Fit Striped Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 52 times, Score: 4.97)
- Denizen Men Black Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 130 times, Score: 5.58)
- Scullers Men Cream Shorts [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 61 times, Score: 4.85)
- Probase Men Printed Black Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 13 times, Score: 5.3)
- Myntra Men Made In India Off White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 121 times, Score: 6.06)
- Arrow Men Check Grey Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 24 times, Score: 3.91)
- Arrow Men Striped White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 23 times, Score: 5.53)
- Scullers Men Check Grey Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 37 times, Score: 4.67)
- Myntra Men's India Is Known For Black T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 125 times, Score: 5.43)
- Nike Men Challenger Charcoal T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 33 times, Score: 3.45)
- Levis Men Blue Brief [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 48 times, Score: 3.72)","I recommend wearing your Arrow Men Check Grey Shirts (cotton) for your formal dinner. These items are the best available option from your wardrobe, though not specifically tagged for Summer. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 24 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,307,"User Request: I have a weekend errand today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Quiksilver Men Purple Sweatshirt [Category: Topwear, Season: Summer] (Material: cotton|polyester, Worn: 55 times, Score: 4.65)
- United Colors of Benetton Men Printed Black TShirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 63 times, Score: 5.0)
- Wrangler Men's Worn Across Grey Melange T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 13 times, Score: 3.39)
- ADIDAS Men Blue Polo Tshirt [Category: Topwear, Season: Fall] (Material: polyester, Worn: 22 times, Score: 5.02)
- United Colors of Benetton Men Light WinterMaroon Maroon Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 47 times, Score: 4.43)
- Basics Men Black Striped Polo T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 41 times, Score: 5.93)
- John Miller Men Blue Checks Shirts [Category: Topwear, Season: Fall] (Material: polyester|cotton|linen, Worn: 18 times, Score: 4.62)
- Reebok Men Basketball Blue T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 33 times, Score: 5.08)
- Indian Terrain Men Navy & White Checked Slim Fit Smart-Casual Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 49 times, Score: 6.09)
- United Colors of Benetton Men Check Red Shirts [Category: Topwear, Season: Summer] (Material: cotton, Worn: 37 times, Score: 5.2)
- Nike Men Printed White Sweatshirts [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 68 times, Score: 4.85)
- Lee Men Smithon Blue Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 55 times, Score: 4.72)
- ADIDAS Men's Master Shoe White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 62 times, Score: 4.87)
- UCB Men's Big Benetton Red T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 62 times, Score: 4.11)
- United Colors of Benetton Men Navy Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 108 times, Score: 7.04)","I recommend wearing your United Colors of Benetton Men Navy Blue T-shirt (cotton) for your weekend errand. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 108 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,308,"User Request: I have a casual lunch today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- ADIDAS Men Solid Grey Track Pants [Category: Bottomwear, Season: Fall] (Material: polyester, Worn: 100 times, Score: 5.57)
- Nike Men As The Kobe O Black T-Shirts [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 149 times, Score: 5.48)
- Provogue Men Striped Black Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 45 times, Score: 4.45)
- Chromozome Men Grey & Black Trunks [Category: Innerwear, Season: Winter] (Material: cotton, Worn: 44 times, Score: 4.46)
- Locomotive Men Cael Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 55 times, Score: 6.0)
- Myntra Mens Badge Final T-Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 109 times, Score: 5.3)
- United Colors of Benetton Men Green Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 72 times, Score: 5.5)
- ADIDAS Men Printed Black Tshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 51 times, Score: 4.67)
- Wrangler Men Red Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 2 times, Score: 3.35)
- Fabindia Men Hand Block Printed Black Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 15 times, Score: 4.19)
- Levis Men Maroon Innerwear T-shirt [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 27 times, Score: 4.12)
- Fabindia Men Check Maroon Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 64 times, Score: 5.19)
- John Players Men Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 36 times, Score: 4.26)
- Jack & Jones Men Dino White T-shirt [Category: Topwear, Season: Summer] (Material: cotton|polyester, Worn: 3 times, Score: 3.64)
- ADIDAS Men White Short [Category: Bottomwear, Season: Fall] (Material: polyester, Worn: 87 times, Score: 5.28)","I recommend wearing your United Colors of Benetton Men Green Polo Tshirts (cotton) paired with your Locomotive Men Cael Blue Jeans (cotton) for your casual lunch. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 127 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,309,"User Request: I have a weekend errand today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- John Players Men Gingham Blue Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 9 times, Score: 4.14)
- Arrow Men Stripes Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 38 times, Score: 5.69)
- UCB Men's Johny Collar With Two Tone Dark Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 35 times, Score: 4.11)
- Puma Men's Deccan Chargers It Grows on You Grey T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 30 times, Score: 4.26)
- Peter England Men Purple Printed T-shirt [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 39 times, Score: 4.44)
- Nike Men's As Repeat Grey T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 143 times, Score: 5.92)
- Basics Men Grey Printed T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 69 times, Score: 4.9)
- Puma Men Calogne Graphic White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 127 times, Score: 5.95)
- Peter England Men Black Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 6 times, Score: 3.49)
- Wrangler Men's Authentic Embro Orange T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 27 times, Score: 5.23)
- Spykar Men Cult White Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 44 times, Score: 4.85)
- Facit Men Mid- Rise BF Navy Blue Briefs [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 39 times, Score: 4.49)
- Do u speak Cream Men T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 21 times, Score: 4.1)
- Arrow Sport Men Solid Blue Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 48 times, Score: 4.48)
- Wrangler Men Stampede Printed Stripe Black Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 15 times, Score: 4.16)","I recommend wearing your Puma Men Calogne Graphic White T-shirt (cotton) for your weekend errand. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 127 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,310,"User Request: I have a office meeting today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- ADIDAS Men's Mumbai Indians Graphic Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 30 times, Score: 3.67)
- French Connection Men White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 22 times, Score: 4.1)
- Probase Men Printed Orange Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 114 times, Score: 6.0)
- Levis Men Printed Olive Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 111 times, Score: 5.24)
- Mr.Men Men's Mr.Mischief Dark Grey T-shirt [Category: Topwear, Season: Summer] (Material: cotton|viscose, Worn: 39 times, Score: 4.18)
- Jockey ELANCE Men Charcoal Brief 1008 [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 16 times, Score: 5.15)
- Chromozome Men Black Trunks [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 29 times, Score: 3.42)
- Peter England Men Black Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 6 times, Score: 3.49)
- Classic Polo Men Printed pack of 3 Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 21 times, Score: 5.42)
- John Players Men Soft Check Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 45 times, Score: 4.16)
- Wrangler Men's Authentic Embro Orange T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 27 times, Score: 5.23)
- Nike Men White Polo T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 23 times, Score: 4.0)
- FCUK Underwear Men White Brief [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 79 times, Score: 5.37)
- Mr.Men Men Printed White Tshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 120 times, Score: 5.93)
- UCB Men's Johny Collar With Two Tone Dark Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 35 times, Score: 4.11)","I recommend wearing your Probase Men Printed Orange Tshirts (cotton) for your office meeting. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 114 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,311,"User Request: I have a formal dinner today. It is currently Summer. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- ADIDAS Men White Printed T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 4 times, Score: 3.96)
- Nike Men Blue Manchester United Jersey [Category: Topwear, Season: Fall] (Material: polyester, Worn: 32 times, Score: 5.2)
- Probase Men Printed White Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 25 times, Score: 4.39)
- John Miller Men Blue Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 22 times, Score: 4.32)
- Nike Men's Sublimated Dark Grey T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 99 times, Score: 5.32)
- John Players Men Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 33 times, Score: 4.48)
- ADIDAS Men Grey Shorts [Category: Bottomwear, Season: Summer] (Material: cotton|polyester, Worn: 43 times, Score: 4.48)
- United Colors of Benetton Men Printed Purple Tshirts [Category: Topwear, Season: Fall] (Material: cotton|elastane, Worn: 103 times, Score: 5.96)
- Belmonte Men Solid Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 17 times, Score: 3.48)
- Rolling Stone Men's North American Brown Melange T-shirt [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 138 times, Score: 5.76)
- Classic Polo Men's Combo Pack of 2 Purple Seaweed Green T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 37 times, Score: 3.92)
- Probase Men's Awesome In Bed Maroon Tshirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 106 times, Score: 6.01)
- United Colors of Benetton Men Check Navy Blue Sweater [Category: Topwear, Season: Fall] (Material: wool|nylon, Worn: 60 times, Score: 4.75)
- UCB Men's VNeck Shiny Print Patch Black T-shirt [Category: Topwear, Season: Summer] (Material: modal|polyester, Worn: 53 times, Score: 4.46)
- ADIDAS Men Black Shorts [Category: Bottomwear, Season: Summer] (Material: polyester, Worn: 83 times, Score: 5.16)","I recommend wearing your John Miller Men Blue Shirt (cotton) for your formal dinner. These items are perfectly suited for the Summer weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 22 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,312,"User Request: I have a office meeting today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- ADIDAS Men  Red Polo Tshirts [Category: Topwear, Season: Fall] (Material: polyester, Worn: 6 times, Score: 3.38)
- Nike Men Solid Navy Blue Shorts [Category: Bottomwear, Season: Fall] (Material: polyester, Worn: 37 times, Score: 4.05)
- United Colors of Benetton Men Stripes Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 16 times, Score: 4.06)
- John Miller Men Black Checks Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 39 times, Score: 5.8)
- Myntra Mens Request denied T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 78 times, Score: 5.13)
- Nike Men Charcoal Grey Portugal Football T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 34 times, Score: 4.38)
- Flying Machine Men Printed White Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 55 times, Score: 4.87)
- Chromozome Men White Innerwear Vest [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 12 times, Score: 2.89)
- Basics Men Red & Grey Polo T-shirt [Category: Topwear, Season: Spring] (Material: cotton, Worn: 82 times, Score: 5.26)
- Nike Men AS FCB Core T Black T-shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 87 times, Score: 6.93)
- United Colors of Benetton Men Solid Brown Sweatshirts [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 50 times, Score: 4.53)
- French Connection Men White & Purple Check Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 37 times, Score: 4.51)
- Black Coffee Men Check Purple Slim Fit Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 32 times, Score: 4.14)
- French Connection Men Purple & Grey Striped T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 33 times, Score: 4.47)
- ADIDAS Men White Printed T-shirt [Category: Topwear, Season: Fall] (Material: polyester, Worn: 26 times, Score: 3.77)","I recommend wearing your John Miller Men Black Checks Shirts (cotton) for your office meeting. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 39 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,313,"User Request: I have a office meeting today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Jealous 21 Women Printed Rach Yellow Top [Category: Topwear, Season: Fall] (Material: cotton, Worn: 143 times, Score: 6.0)
- Latin Quarters Women Red & Black Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 35 times, Score: 4.61)
- Folklore Women Lavender Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 78 times, Score: 5.29)
- W Women Grey Printed Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 26 times, Score: 4.51)
- Forever New Women Washed Blue Jacket [Category: Topwear, Season: Fall] (Material: cotton, Worn: 87 times, Score: 5.71)
- Red Rose Women Cream Floral Print Bath Robe [Category: Loungewear and Nightwear, Season: Winter] (Material: cotton, Worn: 20 times, Score: 4.4)
- Fabindia Women Red Cambric Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 42 times, Score: 4.03)
- Amante Grey Full-Coverage T-shirt Bra BGSI01 [Category: Innerwear, Season: Winter] (Material: nylon|elastane, Worn: 45 times, Score: 3.81)
- Mineral Women Yellow Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 96 times, Score: 5.86)
- UCB Women's Basic Round Black T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 111 times, Score: 5.63)
- Nike Women's Be Strong Grey Track Pant [Category: Bottomwear, Season: Summer] (Material: nylon|elastane, Worn: 134 times, Score: 5.89)
- Ayaany Women Black Patiala Kurta Set [Category: Apparel Set, Season: Fall] (Material: cotton, Worn: 41 times, Score: 4.49)
- United Colors of Benetton Women Solid Black Shirt [Category: Topwear, Season: Summer] (Material: cotton|elastane, Worn: 133 times, Score: 5.69)
- Wrangler Women Stella Yellow Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 109 times, Score: 5.99)
- Jealous 21 Women Printed Purple Tops [Category: Topwear, Season: Fall] (Material: viscose, Worn: 17 times, Score: 3.29)","I recommend wearing your Red Rose Women Cream Floral Print Bath Robe (cotton) for your office meeting. These items are perfectly suited for the Winter weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 20 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,314,"User Request: I have a weekend errand today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- W Women Green Printed Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 82 times, Score: 5.18)
- ONLY Women Blue Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 25 times, Score: 4.3)
- Enamor Women Smooth White Bra [Category: Innerwear, Season: Fall] (Material: cotton|elastane, Worn: 53 times, Score: 4.86)
- Mother Earth Women Blue Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 86 times, Score: 4.99)
- Jealous 21 Women Washed Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton|polyester|elastane, Worn: 75 times, Score: 6.43)
- ADIDAS Originals Women G Trf Graph Pink T-Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 120 times, Score: 5.46)
- Wrangler Women Sunrise Navy Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 33 times, Score: 4.07)
- Jealous 21 Women Pink Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 109 times, Score: 5.58)
- Fabindia Printed Olive Dupatta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 5 times, Score: 3.24)
- W Women Printed White Kurtas [Category: Topwear, Season: Fall] (Material: cotton, Worn: 88 times, Score: 5.76)
- Bwitch Black Bra [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 31 times, Score: 4.51)
- Nike Women's Smash Purple T-shirt [Category: Topwear, Season: Summer] (Material: cotton|polyester, Worn: 95 times, Score: 6.66)
- Vishudh Women Printed Black Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 21 times, Score: 5.33)
- Span Women Green Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 21 times, Score: 4.29)
- UCB Women Stripe Sleeveless Grey Orange Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 14 times, Score: 3.5)","I recommend wearing your Nike Women's Smash Purple T-shirt (cotton|polyester) paired with your Jealous 21 Women Washed Blue Jeans (cotton|polyester|elastane) for your weekend errand. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 170 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,315,"User Request: I have a weekend errand today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Jealous 21 Women Black Jeggings [Category: Bottomwear, Season: Summer] (Material: cotton|polyester|elastane, Worn: 36 times, Score: 4.19)
- French Connection Red & Brown Dress [Category: Dress, Season: Summer] (Material: cotton, Worn: 22 times, Score: 3.96)
- United Colors of Benetton Women White Tunics [Category: Topwear, Season: Summer] (Material: cotton, Worn: 40 times, Score: 5.66)
- Enamor Women Smooth Black Bra [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 46 times, Score: 4.78)
- Wills Lifestyle Women Black Shirt [Category: Topwear, Season: Summer] (Material: viscose, Worn: 37 times, Score: 3.38)
- Jealous 21 Women White Paris Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 2 times, Score: 3.94)
- W Women Solid White Kurtas [Category: Topwear, Season: Summer] (Material: cotton, Worn: 109 times, Score: 6.02)
- UCB Women's Short Sleeve Round Neck Pink Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 16 times, Score: 5.17)
- ONLY Women Magenta & Grey Sweater [Category: Topwear, Season: Summer] (Material: acrylic, Worn: 10 times, Score: 3.27)
- Vero Moda Women Green Top [Category: Topwear, Season: Summer] (Material: viscose, Worn: 5 times, Score: 3.52)
- Nike Women As Be Strong Black Capri [Category: Bottomwear, Season: Summer] (Material: cotton|polyester|elastane, Worn: 65 times, Score: 4.87)
- Folklore Women Red Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 53 times, Score: 6.19)
- Nike Women Miler Blue T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 17 times, Score: 3.42)
- BIBA Women White Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 93 times, Score: 5.53)
- UCB Women Sleeveless White Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 80 times, Score: 5.6)","I recommend wearing your United Colors of Benetton Women White Tunics (cotton) paired with your Nike Women As Be Strong Black Capri (cotton|polyester|elastane) for your weekend errand. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 105 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,316,"User Request: I have a formal dinner today. It is currently Summer. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Spykar Men Washed Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton|elastane, Worn: 50 times, Score: 4.94)
- Indigo Nation Men Printed White Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 81 times, Score: 6.63)
- Free Authority Men's Bikes Grey Violet T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 77 times, Score: 5.52)
- United Colors of Benetton Men Pink Printed T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 33 times, Score: 4.61)
- Spykar Men Ranger Pink Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 17 times, Score: 4.29)
- Levis Men Check Navy Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 8 times, Score: 4.99)
- Proline Pack of 3 Printed T-shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 6 times, Score: 5.1)
- Arrow Men Beige Solid Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 38 times, Score: 5.67)
- Puma Men Black Ducati Graphic T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 126 times, Score: 5.79)
- Mr.Men Men's Beet Red T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 34 times, Score: 4.77)
- Indigo Nation Men Striped Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 33 times, Score: 4.57)
- Puma Men's Large Logo Graphic Green T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 99 times, Score: 5.73)
- Puma Men Foundation Polo Navy Blue Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 31 times, Score: 5.7)
- Basics Men Red Slim Fit Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 23 times, Score: 3.47)
- Levis Men Comfort Style Grey Innerwear Vest [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 72 times, Score: 6.6)","I recommend wearing your Indigo Nation Men Printed White Shirt (cotton) paired with your Arrow Men Beige Solid Trousers (cotton) for your formal dinner. These items are perfectly suited for the Summer weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 119 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,317,"User Request: I have a formal dinner today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- FCUK Underwear Men White Brief [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 86 times, Score: 5.5)
- Hanes Men Sleeveless V Neck Red Innerwear T-shirt [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 17 times, Score: 4.25)
- Nike Men Teal T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 78 times, Score: 5.26)
- Arrow Men Check Grey Trousers [Category: Bottomwear, Season: Summer] (Material: polyester|viscose|linen, Worn: 25 times, Score: 4.0)
- Highlander Men Red Striped Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 44 times, Score: 4.3)
- French Connection Men Brown T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 26 times, Score: 4.19)
- Genesis Men Stripes Navy Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 75 times, Score: 5.35)
- Belmonte Men Check Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 104 times, Score: 5.69)
- Nike Men Grey Tailwind T-shirt [Category: Topwear, Season: Summer] (Material: polyester|cotton, Worn: 25 times, Score: 2.74)
- Scullers Men Olive Jacket [Category: Topwear, Season: Summer] (Material: cotton|nylon, Worn: 52 times, Score: 4.66)
- Facit Men White Brief [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 94 times, Score: 5.89)
- Arrow Sport Men Red Check Shirt [Category: Topwear, Season: Spring] (Material: cotton, Worn: 37 times, Score: 4.59)
- Levis Men Pack of 2 Briefs [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 22 times, Score: 4.32)
- Facit Men Mid- Rise BF Blue Briefs [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 52 times, Score: 4.23)
- Spykar Men's Beige Polo T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 15 times, Score: 4.2)","I recommend wearing your Genesis Men Stripes Navy Blue Shirts (cotton) for your formal dinner. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 75 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
